date,time,city,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
2021-03-06,0,Houston,17,63,10,17,332,NNW,176,Patchy rain possible,0.1,0.0,64,10,6,1016,30,72,17,63,10,50,17,63,16,26,17,63,1
2021-03-06,300,Houston,15,60,11,18,126,SE,176,Patchy rain possible,0.0,0.0,78,10,6,1017,31,91,15,60,12,53,15,58,16,26,15,58,1
2021-03-06,600,Houston,15,59,13,21,28,NNE,122,Overcast,0.0,0.0,80,10,6,1019,31,89,15,59,12,53,15,58,17,28,15,58,4
2021-03-06,900,Houston,15,59,12,19,31,NNE,119,Cloudy,0.0,0.0,76,10,6,1022,31,86,15,59,11,51,14,58,15,24,14,58,4
2021-03-06,1200,Houston,17,62,11,18,30,NNE,122,Overcast,0.1,0.0,63,10,6,1024,31,85,17,62,9,49,16,61,13,21,16,61,4
2021-03-06,1500,Houston,19,66,10,16,41,NE,176,Patchy rain possible,0.0,0.0,50,10,6,1023,31,48,19,66,8,47,19,66,12,19,19,66,4
2021-03-06,1800,Houston,18,65,10,16,63,ENE,116,Partly cloudy,0.0,0.0,52,10,6,1022,31,19,18,65,8,47,18,65,13,20,18,65,1
2021-03-06,2100,Houston,16,61,10,15,69,ENE,116,Partly cloudy,0.0,0.0,59,10,6,1023,31,61,16,61,8,46,16,61,13,22,16,61,1
2021-03-07,0,Houston,14,57,10,16,61,ENE,116,Partly cloudy,0.0,0.0,52,10,6,1026,31,72,14,57,5,40,13,56,15,23,13,56,1
2021-03-07,300,Houston,12,54,9,14,70,ENE,122,Overcast,0.0,0.0,50,10,6,1026,31,97,12,54,2,36,11,52,13,20,11,52,1
2021-03-07,600,Houston,11,51,8,12,68,ENE,122,Overcast,0.0,0.0,53,10,6,1027,31,99,11,51,2,35,9,48,11,17,9,48,3
2021-03-07,900,Houston,11,52,7,11,72,ENE,122,Overcast,0.0,0.0,52,10,6,1029,31,57,11,52,2,35,10,50,8,13,10,50,3
2021-03-07,1200,Houston,15,60,6,10,98,E,116,Partly cloudy,0.0,0.0,43,10,6,1030,31,19,15,60,3,37,15,59,7,12,15,59,5
2021-03-07,1500,Houston,19,66,8,12,124,SE,116,Partly cloudy,0.0,0.0,37,10,6,1028,31,5,19,66,4,39,19,66,9,14,19,66,5
2021-03-07,1800,Houston,17,63,10,15,135,SE,116,Partly cloudy,0.0,0.0,48,10,6,1028,31,9,17,63,6,43,17,63,12,19,17,63,1
2021-03-07,2100,Houston,15,59,8,12,121,ESE,116,Partly cloudy,0.0,0.0,61,10,6,1029,31,8,15,59,8,46,15,59,10,16,15,59,1
2021-03-08,0,Houston,14,57,6,9,132,SE,116,Partly cloudy,0.0,0.0,58,10,6,1031,31,4,14,57,6,42,13,56,7,12,13,56,1
2021-03-08,300,Houston,13,55,4,7,104,ESE,116,Partly cloudy,0.0,0.0,70,10,6,1030,31,13,13,55,8,46,13,55,6,10,13,55,1
2021-03-08,600,Houston,12,53,5,9,72,ENE,116,Partly cloudy,0.0,0.0,76,10,6,1030,31,14,12,53,8,46,11,52,8,13,11,52,4
2021-03-08,900,Houston,13,56,7,11,83,E,116,Partly cloudy,0.0,0.0,67,10,6,1031,31,21,13,56,7,45,12,54,9,14,12,54,4
2021-03-08,1200,Houston,18,64,8,13,110,ESE,116,Partly cloudy,0.0,0.0,53,10,6,1032,31,40,18,64,8,46,17,63,10,15,17,63,5
2021-03-08,1500,Houston,19,66,11,17,127,SE,116,Partly cloudy,0.0,0.0,56,10,6,1030,31,73,19,66,10,50,19,66,12,20,19,66,5
2021-03-08,1800,Houston,18,64,11,18,126,SE,119,Cloudy,0.0,0.0,66,10,6,1029,31,85,18,64,11,52,18,64,15,23,18,64,1
2021-03-08,2100,Houston,17,63,11,18,124,ESE,119,Cloudy,0.0,0.0,72,10,6,1029,31,78,17,63,12,54,17,63,17,27,17,63,1
2021-03-09,0,Houston,17,62,10,16,134,SE,122,Overcast,0.0,0.0,77,10,6,1029,31,69,17,62,13,55,17,62,15,25,17,62,1
2021-03-09,300,Houston,16,61,8,13,137,SE,116,Partly cloudy,0.0,0.0,82,10,6,1028,31,33,16,61,13,55,16,61,13,22,16,61,1
2021-03-09,600,Houston,16,60,8,13,137,SE,116,Partly cloudy,0.0,0.0,87,10,6,1027,31,39,16,60,13,56,16,60,13,22,16,60,5
2021-03-09,900,Houston,18,64,11,17,144,SE,116,Partly cloudy,0.0,0.0,77,10,6,1027,31,49,18,64,14,57,18,64,15,24,18,64,5
2021-03-09,1200,Houston,21,69,13,21,158,SSE,116,Partly cloudy,0.1,0.0,63,10,6,1027,31,73,23,73,14,56,21,69,16,26,21,69,6
2021-03-09,1500,Houston,21,70,15,24,157,SSE,353,Light rain shower,0.2,0.0,65,10,6,1026,31,84,22,71,14,57,21,70,18,28,21,70,5
2021-03-09,1800,Houston,20,68,13,21,153,SSE,353,Light rain shower,0.2,0.0,69,9,5,1024,31,78,20,68,14,57,20,68,17,28,20,68,1
2021-03-09,2100,Houston,18,65,11,18,150,SSE,176,Patchy rain possible,0.1,0.0,73,10,6,1024,31,30,18,65,13,56,18,65,17,27,18,65,1
2021-02-01,0,Houston,12,54,13,21,347,NNW,113,Clear,0.0,0.0,45,10,6,1027,31,0,12,54,1,33,10,50,18,30,10,50,1
2021-02-01,300,Houston,11,51,12,19,346,NNW,113,Clear,0.0,0.0,48,10,6,1027,31,3,11,51,0,32,8,47,17,27,8,47,1
2021-02-01,600,Houston,9,49,11,18,349,NNW,116,Partly cloudy,0.0,0.0,52,10,6,1027,31,1,9,49,0,32,7,44,16,25,7,44,3
2021-02-01,900,Houston,9,48,11,17,352,N,113,Sunny,0.0,0.0,52,10,6,1029,31,5,9,48,0,31,7,44,13,22,7,44,3
2021-02-01,1200,Houston,12,54,9,15,348,NNW,116,Partly cloudy,0.0,0.0,40,10,6,1029,31,7,12,54,-1,30,11,51,11,17,11,51,4
2021-02-01,1500,Houston,16,61,8,13,342,NNW,116,Partly cloudy,0.0,0.0,27,10,6,1027,31,2,16,61,-3,27,16,60,10,15,16,60,5
2021-02-01,1800,Houston,16,61,8,12,348,NNW,113,Clear,0.0,0.0,28,10,6,1026,31,5,16,61,-3,27,16,61,10,16,16,61,1
2021-02-01,2100,Houston,14,58,6,10,357,N,116,Partly cloudy,0.0,0.0,34,10,6,1026,31,18,14,58,-1,30,14,57,9,14,14,57,1
2021-02-02,0,Houston,13,55,6,9,138,SE,116,Partly cloudy,0.0,0.0,40,10,6,1027,31,13,13,55,-1,31,12,53,8,13,12,53,1
2021-02-02,300,Houston,12,54,4,7,43,NE,116,Partly cloudy,0.0,0.0,46,10,6,1026,31,3,12,54,1,33,12,53,5,8,12,53,1
2021-02-02,600,Houston,10,50,4,7,50,NE,116,Partly cloudy,0.0,0.0,50,10,6,1026,31,6,10,50,0,33,10,49,5,8,10,49,4
2021-02-02,900,Houston,10,50,5,8,72,ENE,116,Partly cloudy,0.0,0.0,51,10,6,1027,31,15,10,50,0,32,9,48,6,10,9,48,3
2021-02-02,1200,Houston,13,55,5,9,114,ESE,116,Partly cloudy,0.0,0.0,40,10,6,1026,31,22,13,55,-1,31,12,54,6,10,12,54,4
2021-02-02,1500,Houston,16,61,6,9,151,SSE,116,Partly cloudy,0.0,0.0,33,10,6,1024,31,17,16,61,0,32,16,61,7,11,16,61,5
2021-02-02,1800,Houston,15,59,8,12,159,SSE,116,Partly cloudy,0.0,0.0,46,10,6,1022,31,18,15,59,3,37,14,58,10,16,14,58,1
2021-02-02,2100,Houston,13,55,8,12,159,SSE,116,Partly cloudy,0.0,0.0,56,10,6,1023,31,11,13,55,4,39,12,53,10,17,12,53,1
2021-02-03,0,Houston,12,54,6,10,146,SSE,116,Partly cloudy,0.0,0.0,60,10,6,1023,31,6,12,54,5,41,12,53,8,12,12,53,1
2021-02-03,300,Houston,12,54,5,9,134,SE,116,Partly cloudy,0.0,0.0,65,10,6,1022,31,4,12,54,6,43,12,53,7,11,12,53,1
2021-02-03,600,Houston,12,53,6,9,124,SE,116,Partly cloudy,0.0,0.0,72,10,6,1021,31,4,12,53,7,45,11,51,9,14,11,51,4
2021-02-03,900,Houston,13,55,8,13,126,SE,116,Partly cloudy,0.0,0.0,71,10,6,1021,31,3,13,55,8,46,12,53,11,17,12,53,4
2021-02-03,1200,Houston,17,62,10,15,144,SE,116,Partly cloudy,0.0,0.0,63,10,6,1021,31,45,17,62,9,49,16,61,11,18,16,61,5
2021-02-03,1500,Houston,18,65,11,18,152,SSE,119,Cloudy,0.0,0.0,61,10,6,1019,31,72,18,65,11,51,18,65,13,21,18,65,4
2021-02-03,1800,Houston,18,64,12,19,158,SSE,119,Cloudy,0.0,0.0,65,10,6,1017,31,67,18,64,11,52,18,64,16,26,18,64,1
2021-02-03,2100,Houston,17,63,11,17,165,SSE,119,Cloudy,0.0,0.0,70,10,6,1016,30,63,17,63,12,53,17,63,16,26,17,63,1
2021-02-04,0,Houston,17,63,11,18,174,S,116,Partly cloudy,0.0,0.0,76,10,6,1015,30,41,17,63,13,55,17,63,18,29,17,63,1
2021-02-04,300,Houston,17,63,12,19,183,S,116,Partly cloudy,0.0,0.0,78,10,6,1013,30,56,17,63,14,56,17,63,19,30,17,63,1
2021-02-04,600,Houston,18,64,11,18,192,SSW,119,Cloudy,0.1,0.0,82,10,6,1011,30,85,18,64,14,58,18,64,18,29,18,64,4
2021-02-04,900,Houston,19,65,12,19,203,SSW,176,Patchy rain possible,0.0,0.0,79,10,6,1011,30,92,19,65,15,59,19,65,19,30,19,65,4
2021-02-04,1200,Houston,21,69,15,23,215,SW,122,Overcast,0.1,0.0,72,10,6,1010,30,97,23,73,16,60,21,69,20,32,21,69,5
2021-02-04,1500,Houston,22,72,15,25,220,SW,176,Patchy rain possible,0.0,0.0,68,10,6,1008,30,99,25,76,16,61,22,72,20,32,25,76,5
2021-02-04,1800,Houston,22,71,12,19,213,SSW,122,Overcast,0.0,0.0,73,10,6,1008,30,52,24,76,17,62,22,71,17,27,22,71,1
2021-02-04,2100,Houston,19,66,13,21,75,ENE,116,Partly cloudy,0.3,0.0,59,10,6,1010,30,62,20,68,10,51,19,66,18,29,19,66,1
2021-02-05,0,Houston,17,62,11,18,139,SE,266,Light drizzle,0.5,0.0,61,2,1,1012,30,100,17,62,9,48,17,62,15,24,17,62,1
2021-02-05,300,Houston,15,58,13,21,39,NE,266,Light drizzle,0.2,0.0,57,7,4,1013,30,76,15,58,6,43,14,56,17,28,14,56,1
2021-02-05,600,Houston,13,56,12,19,48,NE,119,Cloudy,0.0,0.0,54,10,6,1013,30,75,13,56,4,40,11,53,16,25,11,53,3
2021-02-05,900,Houston,12,54,11,18,55,NE,119,Cloudy,0.1,0.0,49,10,6,1014,30,83,12,54,2,36,11,51,14,23,11,51,3
2021-02-05,1200,Houston,13,56,9,15,56,NE,176,Patchy rain possible,0.0,0.0,46,10,6,1015,30,95,13,56,2,35,12,53,12,19,12,53,3
2021-02-05,1500,Houston,14,57,7,12,65,ENE,122,Overcast,0.0,0.0,45,10,6,1015,30,57,14,57,2,36,13,55,9,15,13,55,3
2021-02-05,1800,Houston,14,56,7,12,74,ENE,116,Partly cloudy,0.0,0.0,46,10,6,1014,30,31,14,56,2,36,13,55,9,15,13,55,1
2021-02-05,2100,Houston,13,55,8,12,76,ENE,116,Partly cloudy,0.0,0.0,48,10,6,1015,30,17,13,55,2,35,11,53,11,17,11,53,1
2021-02-06,0,Houston,10,51,8,13,93,E,122,Overcast,0.0,0.0,57,10,6,1014,30,84,10,51,2,36,9,47,11,17,9,47,1
2021-02-06,300,Houston,10,50,7,12,95,E,119,Cloudy,0.0,0.0,67,10,6,1012,30,86,10,50,4,40,9,47,10,16,9,47,1
2021-02-06,600,Houston,11,51,7,12,91,E,122,Overcast,0.0,0.0,76,10,6,1011,30,97,11,51,7,44,9,49,10,15,9,49,3
2021-02-06,900,Houston,12,53,5,9,74,ENE,122,Overcast,0.0,0.0,78,10,6,1011,30,98,12,53,8,46,11,51,7,11,11,51,3
2021-02-06,1200,Houston,15,60,3,5,114,ESE,122,Overcast,0.0,0.0,71,10,6,1012,30,88,15,60,10,50,15,59,4,6,15,59,4
2021-02-06,1500,Houston,18,64,6,10,222,SW,119,Cloudy,0.0,0.0,70,10,6,1011,30,80,18,64,12,54,18,64,9,14,18,64,4
2021-02-06,1800,Houston,16,61,7,12,277,W,119,Cloudy,0.0,0.0,63,10,6,1011,30,26,18,64,11,53,16,61,10,17,16,61,1
2021-02-06,2100,Houston,11,52,12,19,318,NW,113,Clear,0.0,0.0,46,10,6,1014,30,0,14,57,5,40,11,52,18,29,11,52,1
2021-02-07,0,Houston,13,55,13,22,353,N,113,Clear,0.0,0.0,46,10,6,1018,31,0,13,55,1,35,11,52,19,30,11,52,1
2021-02-07,300,Houston,10,50,11,18,126,SE,113,Clear,0.0,0.0,51,10,6,1019,31,0,10,50,0,33,8,46,15,24,8,46,1
2021-02-07,600,Houston,8,47,9,15,36,NE,113,Sunny,0.0,0.0,59,10,6,1019,31,2,8,47,1,33,6,42,13,21,6,42,3
2021-02-07,900,Houston,8,47,7,11,62,ENE,116,Partly cloudy,0.0,0.0,60,10,6,1020,31,5,8,47,1,34,6,43,9,14,6,43,3
2021-02-07,1200,Houston,13,56,5,8,114,ESE,116,Partly cloudy,0.0,0.0,44,10,6,1020,31,2,13,56,1,34,13,55,6,9,13,55,4
2021-02-07,1500,Houston,17,63,6,9,149,SSE,113,Sunny,0.0,0.0,34,10,6,1018,31,0,17,63,1,34,17,63,6,10,17,63,5
2021-02-07,1800,Houston,16,60,7,12,143,SE,113,Clear,0.0,0.0,45,10,6,1017,31,0,16,60,4,38,15,59,9,14,15,59,1
2021-02-07,2100,Houston,13,55,8,13,139,SE,113,Clear,0.0,0.0,60,10,6,1018,31,0,13,55,5,41,12,53,10,16,12,53,1
2021-02-08,0,Houston,13,55,8,12,137,SE,116,Partly cloudy,0.0,0.0,71,10,6,1017,31,55,13,55,8,46,12,53,12,19,12,53,1
2021-02-08,300,Houston,13,55,7,11,126,SE,119,Cloudy,0.0,0.0,76,10,6,1016,30,74,13,55,8,47,11,53,11,18,11,53,1
2021-02-08,600,Houston,13,55,7,12,124,ESE,119,Cloudy,0.0,0.0,78,10,6,1015,30,29,13,55,9,48,12,53,12,19,12,53,3
2021-02-08,900,Houston,14,58,9,14,130,SE,116,Partly cloudy,0.0,0.0,73,10,6,1016,30,14,14,58,10,49,14,57,13,21,14,57,4
2021-02-08,1200,Houston,18,64,11,17,146,SSE,116,Partly cloudy,0.0,0.0,66,10,6,1016,30,53,18,64,11,53,18,64,13,22,18,64,5
2021-02-08,1500,Houston,20,68,11,18,165,SSE,119,Cloudy,0.0,0.0,64,10,6,1014,30,85,20,68,13,56,20,68,14,22,20,68,5
2021-02-08,1800,Houston,20,68,8,13,172,S,122,Overcast,0.0,0.0,70,10,6,1014,30,84,20,68,14,58,20,68,11,17,20,68,1
2021-02-08,2100,Houston,19,66,6,9,155,SSE,119,Cloudy,0.1,0.0,78,10,6,1015,30,63,19,66,15,59,19,66,8,13,19,66,1
2021-02-09,0,Houston,18,64,5,8,138,SE,122,Overcast,0.0,0.0,86,10,6,1017,30,62,18,64,15,59,18,64,8,13,18,64,1
2021-02-09,300,Houston,17,62,4,7,123,ESE,116,Partly cloudy,0.0,0.0,92,5,2,1016,30,49,17,62,15,60,17,62,8,13,17,62,1
2021-02-09,600,Houston,16,61,4,7,116,ESE,143,Mist,0.0,0.0,96,2,1,1016,30,47,16,61,16,60,16,61,8,13,16,61,4
2021-02-09,900,Houston,18,64,5,8,110,ESE,143,Mist,0.0,0.0,91,7,4,1017,31,66,18,64,16,61,18,64,7,12,18,64,4
2021-02-09,1200,Houston,21,70,6,10,110,ESE,119,Cloudy,0.1,0.0,78,9,5,1018,31,78,23,73,17,62,21,70,8,12,21,70,5
2021-02-09,1500,Houston,24,74,9,14,123,ESE,176,Patchy rain possible,0.2,0.0,66,9,5,1016,30,79,25,78,17,62,24,74,10,16,25,78,5
2021-02-09,1800,Houston,22,72,9,15,126,SE,176,Patchy rain possible,0.3,0.0,73,9,5,1015,30,75,23,73,17,62,22,72,12,20,23,73,1
2021-02-09,2100,Houston,20,67,8,13,127,SE,176,Patchy rain possible,0.1,0.0,83,10,6,1016,30,40,20,67,17,62,20,67,12,19,20,67,1
2021-02-10,0,Houston,19,66,5,8,119,ESE,116,Partly cloudy,0.0,0.0,88,10,6,1017,31,64,19,66,17,63,19,66,7,12,19,66,1
2021-02-10,300,Houston,18,65,5,8,126,SE,122,Overcast,0.0,0.0,94,5,2,1016,30,60,18,65,17,63,18,65,8,13,18,65,1
2021-02-10,600,Houston,18,64,4,7,125,SE,143,Mist,0.0,0.0,96,2,1,1015,30,43,18,64,17,63,18,64,8,12,18,64,4
2021-02-10,900,Houston,19,66,5,8,125,SE,143,Mist,0.0,0.0,91,7,4,1016,30,71,19,66,18,64,19,66,7,12,19,66,4
2021-02-10,1200,Houston,23,73,6,10,141,SE,119,Cloudy,0.1,0.0,76,10,6,1016,30,88,24,75,19,65,23,73,8,13,24,75,5
2021-02-10,1500,Houston,26,78,11,17,166,SSE,353,Light rain shower,2.3,0.1,66,8,4,1014,30,79,27,81,19,66,26,78,17,27,27,81,6
2021-02-10,1800,Houston,24,75,11,18,171,S,356,Moderate or heavy rain shower,3.3,0.1,71,7,4,1013,30,74,26,78,18,65,24,75,19,30,26,78,1
2021-02-10,2100,Houston,22,71,8,12,164,SSE,356,Moderate or heavy rain shower,1.1,0.0,83,9,5,1014,30,91,25,76,19,65,22,71,12,19,22,71,1
2021-02-11,0,Houston,20,68,4,6,117,ESE,143,Mist,0.0,0.0,95,2,1,1015,30,98,20,68,19,67,20,68,6,10,20,68,1
2021-02-11,300,Houston,19,67,2,4,80,E,143,Mist,2.4,0.1,96,5,3,1014,30,99,19,67,19,66,19,67,3,5,19,67,1
2021-02-11,600,Houston,19,66,5,8,24,NNE,356,Moderate or heavy rain shower,4.2,0.2,95,7,4,1013,30,97,19,66,18,64,19,66,8,13,19,66,4
2021-02-11,900,Houston,18,65,8,13,236,SW,356,Moderate or heavy rain shower,2.6,0.1,86,9,5,1015,30,99,18,65,16,61,18,65,12,19,18,65,4
2021-02-11,1200,Houston,18,64,10,15,117,ESE,353,Light rain shower,2.9,0.1,78,8,4,1015,30,100,18,64,14,57,18,64,15,25,18,64,4
2021-02-11,1500,Houston,17,63,11,17,239,WSW,356,Moderate or heavy rain shower,1.7,0.1,76,9,5,1014,30,100,17,63,13,56,17,63,15,24,17,63,4
2021-02-11,1800,Houston,17,62,12,20,131,SE,353,Light rain shower,0.8,0.0,79,10,6,1015,30,100,17,62,13,56,17,62,16,26,17,62,1
2021-02-11,2100,Houston,16,60,13,21,21,NNE,353,Light rain shower,0.5,0.0,80,10,6,1017,30,100,16,60,12,54,16,60,17,28,16,60,1
2021-02-12,0,Houston,12,54,10,16,42,NE,122,Overcast,0.0,0.0,83,10,6,1018,31,100,12,54,10,49,11,51,13,21,11,51,1
2021-02-12,300,Houston,12,53,10,17,25,NNE,122,Overcast,0.6,0.0,82,10,6,1017,31,100,12,53,9,48,10,50,14,22,10,50,1
2021-02-12,600,Houston,11,52,12,19,18,NNE,353,Light rain shower,0.3,0.0,81,10,6,1018,31,100,11,52,8,46,9,48,16,25,9,48,3
2021-02-12,900,Houston,10,49,12,20,19,NNE,122,Overcast,0.2,0.0,77,5,2,1020,31,100,10,49,6,42,7,44,15,25,7,44,2
2021-02-12,1200,Houston,8,47,13,21,21,NNE,266,Light drizzle,0.1,0.0,73,7,4,1021,31,100,8,47,4,39,5,41,16,25,5,41,2
2021-02-12,1500,Houston,8,46,12,19,24,NNE,122,Overcast,0.0,0.0,71,10,6,1019,31,100,8,46,3,37,5,40,14,22,5,40,2
2021-02-12,1800,Houston,7,45,12,19,24,NNE,122,Overcast,0.1,0.0,70,10,6,1019,31,100,7,45,2,36,4,40,14,23,4,40,1
2021-02-12,2100,Houston,7,44,11,18,33,NNE,176,Patchy rain possible,0.1,0.0,70,10,6,1020,31,100,7,44,2,35,4,39,14,23,4,39,1
2021-02-13,0,Houston,7,44,11,17,34,NE,266,Light drizzle,0.2,0.0,66,2,1,1020,31,87,7,44,1,34,4,39,14,23,4,39,1
2021-02-13,300,Houston,7,44,10,16,41,NE,266,Light drizzle,0.1,0.0,66,7,4,1019,31,93,7,44,1,33,4,38,13,21,4,38,1
2021-02-13,600,Houston,6,43,11,17,34,NNE,122,Overcast,0.0,0.0,66,10,6,1019,31,98,6,43,0,33,3,37,14,22,3,37,2
2021-02-13,900,Houston,5,42,11,18,25,NNE,122,Overcast,0.1,0.0,66,5,2,1020,31,99,5,42,0,31,2,35,14,22,2,35,2
